2019-04-23 16:12:20.952 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-04-23 16:12:21.051 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-04-23 16:12:21.053 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-04-23 16:12:21.054 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-04-23 16:12:20.943 addReteta, medic: 2990713170025, pacient: 2990713170025, Reteta{Servicii{data=Tue Apr 12 00:00:00 EET 18}medicamente=[paracetamol, nurofen]}
2019-05-24 22:20:31.048 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-24 22:20:31.048 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-24 22:20:31.048 getOne Popescu
2019-05-24 22:20:31.048 getByPacient 2990713170024
2019-05-24 22:20:31.048 getOne Popescu
2019-05-24 22:20:45.149 addPacient, medic: 2990723170025, pacient: 299812175524
2019-05-24 22:20:31.048 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=Sun May 12 00:00:00 EEST 3918}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-24 22:20:31.048 getOne Popescu
2019-05-24 22:20:31.048 getOne Popescu
2019-05-24 22:20:45.179 deletePacient, medic: 2990723170025, pacient: 2990713170024
2019-05-24 22:20:31.048 addMedicMedic{Persoana{nume='voiculescu', CNP='2991201147520', varsta=23}P=[], Specialitate='neurologie'}
2019-05-24 22:22:27.733 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-24 22:22:27.783 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-24 22:22:27.794 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-24 22:22:27.802 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-24 22:22:26.008 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-24 22:22:26.008 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-24 22:22:26.008 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-24 22:22:26.008 getOne Popescu
2019-05-24 22:22:26.008 getByPacient 2990713170024
2019-05-24 22:22:26.008 getOne Popescu
2019-05-24 22:22:44.098 addPacient, medic: 2990723170025, pacient: 299812175524
2019-05-24 22:22:26.008 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=Sun May 12 00:00:00 EEST 3918}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-24 22:22:26.008 getOne Popescu
2019-05-24 22:22:26.008 getOne Popescu
2019-05-24 22:22:44.173 deletePacient, medic: 2990723170025, pacient: 2990713170024
2019-05-24 22:22:26.008 addMedicMedic{Persoana{nume='voiculescu', CNP='2991201147520', varsta=23}P=[], Specialitate='neurologie'}
2019-05-24 22:23:30.126 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-24 22:23:30.149 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-24 22:23:30.152 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-24 22:23:30.154 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-24 22:23:28.517 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-24 22:23:28.517 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-24 22:23:28.517 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-24 22:23:28.517 getOne Popescu
2019-05-24 22:23:28.517 getByPacient 2990713170024
2019-05-24 22:23:28.517 getOne Popescu
2019-05-24 22:23:36.974 addPacient, medic: 2990723170025, pacient: 299812175524
2019-05-24 22:26:26.476 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-24 22:26:26.507 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-24 22:26:26.51 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-24 22:26:26.512 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-24 22:26:24.729 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-24 22:26:24.729 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-24 22:26:24.729 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-24 22:26:24.729 getOne Popescu
2019-05-24 22:26:24.729 getByPacient 2990713170024
2019-05-24 22:26:24.729 getOne Popescu
2019-05-24 22:26:57.337 addPacient, medic: 2990723170025, pacient: 299812175524
2019-05-24 22:26:24.729 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-12}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-24 22:26:24.729 getOne Popescu
2019-05-24 22:26:24.729 getOne Popescu
2019-05-24 22:26:57.375 deletePacient, medic: 2990723170025, pacient: 2990713170024
2019-05-24 22:26:24.729 addMedicMedic{Persoana{nume='voiculescu', CNP='2991201147520', varsta=23}P=[], Specialitate='neurologie'}
2019-05-24 22:27:41.025 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-24 22:27:41.059 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-24 22:27:41.073 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-24 22:27:41.082 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-24 22:27:39.06 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-24 22:27:39.06 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-24 22:27:39.06 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-24 22:28:00.53 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-24 22:28:00.559 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-24 22:28:00.563 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-24 22:28:00.569 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-24 22:27:58.872 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-24 22:27:58.872 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-24 22:27:58.872 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-24 22:27:58.872 getOne Popescu
2019-05-24 22:27:58.872 getByPacient 2990713170024
2019-05-24 22:27:58.872 getOne Popescu
2019-05-24 22:28:30.64 addPacient, medic: 2990723170025, pacient: 299812175524
2019-05-24 22:27:58.872 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-12}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-24 22:27:58.872 getOne Popescu
2019-05-24 22:27:58.872 getOne Popescu
2019-05-24 22:28:30.708 deletePacient, medic: 2990723170025, pacient: 2990713170024
2019-05-24 22:27:58.872 addMedicMedic{Persoana{nume='voiculescu', CNP='2991201147520', varsta=23}P=[], Specialitate='neurologie'}
2019-05-24 22:30:57.424 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-24 22:30:57.457 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-24 22:30:57.46 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-24 22:30:57.462 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-24 22:30:55.417 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-24 22:30:55.417 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-24 22:30:55.417 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-24 22:30:55.417 getOne Popescu
2019-05-24 22:30:55.417 getByPacient 2990713170024
2019-05-24 22:30:55.417 getOne Popescu
2019-05-24 22:31:09.49 addPacient, medic: 2990723170025, pacient: 299812175524
2019-05-24 22:30:55.417 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-12}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-24 22:30:55.417 getOne Popescu
2019-05-24 22:30:55.417 getOne Popescu
2019-05-24 22:31:09.612 deletePacient, medic: 2990723170025, pacient: 2990713170024
2019-05-24 22:30:55.417 addMedicMedic{Persoana{nume='voiculescu', CNP='2991201147520', varsta=23}P=[], Specialitate='neurologie'}
2019-05-24 22:32:49.305 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-24 22:32:49.358 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-24 22:32:49.362 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-24 22:32:49.379 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-24 22:32:47.51 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-24 22:32:47.51 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-24 22:32:47.51 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-24 22:32:47.51 getOne Popescu
2019-05-24 22:32:47.51 getByPacient 2990713170024
2019-05-24 22:32:47.51 getOne Popescu
2019-05-24 22:32:57.684 addPacient, medic: 2990723170025, pacient: 299812175524
2019-05-24 22:32:47.51 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-12}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-24 22:32:47.51 getOne Popescu
2019-05-24 22:32:47.51 getOne Popescu
2019-05-24 22:32:57.717 deletePacient, medic: 2990723170025, pacient: 2990713170024
2019-05-24 22:32:47.51 addMedicMedic{Persoana{nume='voiculescu', CNP='2991201147520', varsta=23}P=[], Specialitate='neurologie'}
2019-05-24 22:34:04.646 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-24 22:34:04.675 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-24 22:34:04.678 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-24 22:34:04.681 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-24 22:34:02.904 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-24 22:34:02.904 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-24 22:34:02.904 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-24 22:34:02.904 getOne Popescu
2019-05-24 22:34:02.904 getByPacient 2990713170024
2019-05-24 22:34:02.904 getOne Popescu
2019-05-24 22:34:12.926 addPacient, medic: 2990723170025, pacient: 299812175524
2019-05-24 22:34:02.904 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-12}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-24 22:34:02.904 getOne Popescu
2019-05-24 22:34:02.904 getOne Popescu
2019-05-24 22:34:12.958 deletePacient, medic: 2990723170025, pacient: 2990713170024
2019-05-24 22:34:02.904 addMedicMedic{Persoana{nume='voiculescu', CNP='2991201147520', varsta=23}P=[], Specialitate='neurologie'}
2019-05-24 22:38:43.488 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-24 22:38:43.513 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-24 22:38:43.516 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-24 22:38:43.519 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-24 22:38:41.619 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-24 22:38:41.619 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-24 22:38:41.619 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-24 22:38:41.619 getOne Popescu
2019-05-24 22:38:41.619 getByPacient 2990713170024
2019-05-24 22:38:41.619 getOne Popescu
2019-05-24 22:38:50.403 addPacient, medic: 2990723170025, pacient: 299812175524
2019-05-24 22:38:41.619 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-12}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-24 22:38:41.619 getOne Popescu
2019-05-24 22:38:41.619 getOne Popescu
2019-05-24 22:38:50.467 deletePacient, medic: 2990723170025, pacient: 2990713170024
2019-05-24 22:38:41.619 addMedicMedic{Persoana{nume='voiculescu', CNP='2991201147520', varsta=23}P=[], Specialitate='neurologie'}
2019-05-31 13:00:18.223 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-31 13:00:18.312 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-31 13:00:18.319 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-31 13:00:18.326 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-31 13:00:15.943 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-31 13:00:15.943 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:00:15.943 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-31 13:00:15.943 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-31 13:00:15.943 getOne Popescu
2019-05-31 13:00:15.943 getByPacient 2990713170024
2019-05-31 13:00:15.943 getOne Popescu
2019-05-31 13:00:32.066 addPacient, medic: 2990723170025, pacient: 299812175524
2019-05-31 13:00:15.943 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-12}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:00:15.943 getOne Popescu
2019-05-31 13:00:15.943 getOne Popescu
2019-05-31 13:00:32.17 deletePacient, medic: 2990723170025, pacient: 2990713170024
2019-05-31 13:00:15.943 addMedicMedic{Persoana{nume='voiculescu', CNP='2991201147520', varsta=23}P=[], Specialitate='neurologie'}
2019-05-31 13:06:18.863 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-31 13:06:18.887 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-31 13:06:18.89 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-31 13:06:18.892 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-31 13:06:17.292 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-31 13:06:17.292 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:06:17.292 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:06:17.292 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-31 13:06:17.292 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-31 13:06:17.292 getOne Popescu
2019-05-31 13:06:17.292 getByPacient 2990713170024
2019-05-31 13:06:17.292 getOne Popescu
2019-05-31 13:06:27.765 addPacient, medic: 2990723170025, pacient: 299812175524
2019-05-31 13:06:17.292 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-12}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:06:17.292 getOne Popescu
2019-05-31 13:06:17.292 getOne Popescu
2019-05-31 13:06:27.797 deletePacient, medic: 2990723170025, pacient: 2990713170024
2019-05-31 13:06:17.292 addMedicMedic{Persoana{nume='voiculescu', CNP='2991201147520', varsta=23}P=[], Specialitate='neurologie'}
2019-05-31 13:42:12.615 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-31 13:42:12.649 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-31 13:42:12.675 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-31 13:42:12.679 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-31 13:42:11.029 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-31 13:42:11.029 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:42:11.029 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:42:11.029 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:42:11.029 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-31 13:42:11.029 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-31 13:43:55.639 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-31 13:43:55.658 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-31 13:43:55.661 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-31 13:43:55.666 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-31 13:43:54.331 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-31 13:43:54.331 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:43:54.331 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:43:54.331 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:43:54.331 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-31 13:43:54.331 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-31 13:45:45.472 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-31 13:45:45.506 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-31 13:45:45.521 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-31 13:45:45.553 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-31 13:45:44.19 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-31 13:45:44.19 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:45:44.19 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:45:44.19 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:45:44.19 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-31 13:45:44.19 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-31 13:46:23.708 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-31 13:46:23.735 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-31 13:46:23.744 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-31 13:46:23.765 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-31 13:46:21.779 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-31 13:46:21.779 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:46:21.779 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:46:21.779 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:46:21.779 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-31 13:46:21.779 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-31 13:49:36.083 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-31 13:49:36.154 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-31 13:49:36.171 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-31 13:49:36.191 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-31 13:49:34.103 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-31 13:49:34.103 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:49:34.103 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:49:34.103 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:49:34.103 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-31 13:49:34.103 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-31 13:51:30.33 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-31 13:51:30.343 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-31 13:51:30.345 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-31 13:51:30.349 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-31 13:51:28.908 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-31 13:51:28.908 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:51:28.908 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:51:28.908 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:51:28.908 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-31 13:51:28.908 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-31 13:55:43.74 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-31 13:55:43.754 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-31 13:55:43.76 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-31 13:55:43.764 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-31 13:55:42.414 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
2019-05-31 13:55:42.414 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:55:42.414 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:55:42.414 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=3918-05-11}tip='gastrica', nume='Alergie la ciuperci'}gradAlergie='ridicat'}
2019-05-31 13:55:42.414 addFisaPacientului, , pacient: 2990713170024, FisaPacientului{Servicii{data=2015-04-12}grupaSange='A2', rh='pozitiv'}
2019-05-31 13:55:42.414 addFisaPacientului, , pacient: 2990813170021, FisaPacientului{Servicii{data=2015-04-13}grupaSange='B3', rh='pozitiv'}
2019-05-31 14:16:07.993 addPacient, medic: 2990713170025, pacient: 2990713170024
2019-05-31 14:16:08.006 addPacient, medic: 2990723170025, pacient: 2990813170021
2019-05-31 14:16:08.01 addPacient, medic: 2990713170045, pacient: 2990813170022
2019-05-31 14:16:08.014 addPacient, medic: 2990723170025, pacient: 2990813170023
2019-05-31 14:16:06.651 addAlergie, medic: null, pacient: null, Alergie{Boala{Servicii{data=2010-04-15}tip='respiratorie', nume='rinita alergica'}gradAlergie='slab'}
